;durationHr;durationHr
;mean;sem
date;;
2017-02-28;3.6829814814814816;0.9063106921705715
2017-03-31;3.3953737997256517;0.26661261817417536
2017-04-30;2.388611111111111;
2017-05-31;;
2017-06-30;3.0772916666666665;0.2848082985500261
2017-07-31;3.5585501355013553;0.31520573528961676
2017-08-31;4.52074358974359;0.3958261576754239
2017-09-30;5.577361111111111;0.5436803337655748
2017-10-31;;
2017-11-30;4.462840277777778;0.47887596486412515
2017-12-31;4.146684027777778;0.498775595357599
