2017-02-23T08:53:11.308;breakfast_7_9;1;
2017-02-23T10:00:00.000;breakfast_7_9;0;4008
2017-02-24T08:18:05.542;breakfast_7_9;1;
2017-02-24T10:00:00.000;breakfast_7_9;0;6114
2017-03-02T08:00:32.917;breakfast_7_9;1;
2017-03-02T10:00:00.000;breakfast_7_9;0;7167
