annotation,sleep_count,duration,durationHr
sleep_quiet,0,26588.0,7.385555555555555
sleep_quiet,1,,
sleep_quiet,0,5289.0,1.4691666666666667
sleep_quiet,1,,
sleep_quiet,0,16505.0,4.584722222222222
sleep_quiet,1,,
sleep_quiet,0,11092.0,3.081111111111111
sleep_quiet,1,,
sleep_quiet,0,3625.0,1.0069444444444444
sleep_quiet,1,,
sleep_quiet,0,3258.0,0.905
sleep_quiet,1,,
sleep_quiet,0,12353.0,3.431388888888889
sleep_quiet,1,,
sleep_quiet,0,14121.0,3.9225
sleep_quiet,1,,
sleep_quiet,0,20681.0,5.744722222222222
sleep_quiet,1,,
sleep_quiet,0,3112.0,0.8644444444444445
sleep_quiet,1,,
sleep_quiet,0,5844.0,1.6233333333333333
sleep_quiet,1,,
sleep_quiet,0,23357.0,6.4880555555555555
sleep_quiet,1,,
sleep_quiet,0,9738.0,2.705
sleep_quiet,1,,
sleep_quiet,0,2507.0,0.6963888888888888
sleep_quiet,1,,
sleep_quiet,0,23886.0,6.635
sleep_quiet,1,,
sleep_quiet,0,3710.0,1.0305555555555554
sleep_quiet,1,,
sleep_quiet,0,16401.0,4.555833333333333
sleep_quiet,1,,
sleep_quiet,0,20938.0,5.816111111111111
sleep_quiet,1,,
sleep_quiet,0,7507.0,2.085277777777778
sleep_quiet,1,,
sleep_quiet,0,2245.0,0.6236111111111111
sleep_quiet,1,,
sleep_quiet,0,26958.0,7.488333333333333
sleep_quiet,1,,
sleep_quiet,0,3179.0,0.8830555555555556
sleep_quiet,1,,
sleep_quiet,0,17152.0,4.764444444444444
sleep_quiet,1,,
sleep_quiet,0,13046.0,3.6238888888888887
sleep_quiet,1,,
sleep_quiet,0,2268.0,0.63
sleep_quiet,1,,
sleep_quiet,0,30716.0,8.532222222222222
sleep_quiet,1,,
sleep_quiet,0,2351.0,0.6530555555555555
sleep_quiet,1,,
sleep_quiet,0,35463.0,9.850833333333334
sleep_quiet,1,,
sleep_quiet,0,16077.0,4.465833333333333
sleep_quiet,1,,
sleep_quiet,0,17400.0,4.833333333333333
sleep_quiet,1,,
sleep_quiet,0,34903.0,9.695277777777777
sleep_quiet,1,,
sleep_quiet,0,34859.0,9.683055555555555
sleep_quiet,1,,
sleep_quiet,0,15602.0,4.333888888888889
sleep_quiet,1,,
sleep_quiet,0,8253.0,2.2925
sleep_quiet,1,,
sleep_quiet,0,8131.0,2.258611111111111
sleep_quiet,1,,
sleep_quiet,0,4171.0,1.158611111111111
sleep_quiet,1,,
sleep_quiet,0,17152.0,4.764444444444444
sleep_quiet,1,,
sleep_quiet,0,10736.0,2.982222222222222
sleep_quiet,1,,
sleep_quiet,0,5808.0,1.6133333333333333
sleep_quiet,1,,
sleep_quiet,0,20271.0,5.630833333333333
sleep_quiet,1,,
sleep_quiet,0,5187.0,1.4408333333333334
sleep_quiet,1,,
sleep_quiet,0,12332.0,3.4255555555555555
sleep_quiet,1,,
sleep_quiet,0,27112.0,7.5311111111111115
sleep_quiet,1,,
sleep_quiet,0,14996.0,4.165555555555556
sleep_quiet,1,,
sleep_quiet,0,8365.0,2.323611111111111
sleep_quiet,1,,
sleep_quiet,0,10523.0,2.9230555555555555
